,Anime Title,Score_reference,Score_reference2,Type,Episodes,Aired,Producers,Studios,Source,Genres,Score,Members,Favorites,Fav%,Source_reference,genre_reference_1,genre_reference_2,Season,Manga_score,Age
5616,Girls Bravo: First Season,Low,Bad,TV,11,"Jul 5, 2004 to Sep 27, 2004","Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack",AIC Spirits,Manga,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",6.47,120229,326,0.271,0,39,4,3,6.62,16
5617,Hare Tokidoki Buta (TV),Low,Bad,TV,61,"Jul 3, 1997 to Sep 29, 1998","TV Tokyo, Aniplex, TV Tokyo Music",,Picture book,"Comedy, Parody",6.47,957,5,0.522,0,4,12,3,7.45,23
5621,Karasu Tengu Kabuto,Low,Bad,TV,39,"Jul 29, 1990 to Jun 30, 1991",KSS,,Manga,"Action, Adventure, Historical, Drama",6.47,1879,3,0.16,0,1,3,3,7.08,30
5628,Midori no Makibao,Low,Bad,TV,61,"Mar 9, 1996 to Jul 12, 1997",Fuji TV,Studio Pierrot,Manga,"Sports, Comedy",6.47,1099,8,0.728,0,23,4,1,7.01,24
5632,Nande Koko ni Sensei ga!?,Low,Bad,TV,12,"Apr 8, 2019 to Jun 24, 2019",,Tear Studio,Manga,"Comedy, Ecchi, School, Seinen",6.47,179116,699,0.39,0,4,35,2,7.94,1
5638,Sasuga no Sarutobi,Low,Bad,TV,69,"Oct 17, 1982 to Mar 11, 1984","Nihon Ad Systems, Asatsu DK",Tsuchida Productions,Manga,"Action, Adventure, Comedy, Sports, Romance, Martial Arts",6.47,1047,1,0.096,0,1,3,4,7.59,38
5644,Tono to Issho: Gantai no Yabou,Low,Bad,TV,12,"Apr 5, 2011 to Jun 21, 2011",Frontier Works,Gathering,4-koma manga,"Comedy, Historical, Parody, Samurai, Seinen",6.47,2664,0,0.0,0,4,11,2,7.95,9
5652,Yume de Aetara (TV),Low,Bad,TV,16,"Nov 30, 1998 to Dec 24, 1998",TBS,J.C.Staff,Manga,"Comedy, Drama, Romance, Seinen, Slice of Life",6.47,5813,7,0.12,0,4,5,4,7.54,22
5658,Sasuke,Low,Bad,TV,29,"Sep 3, 1968 to Mar 25, 1969",Tele-Cartoon Japan,,Manga,"Action, Martial Arts, Historical, Shounen",6.46,956,7,0.732,0,1,33,3,9.07,52
5680,Boys Be...,Low,Bad,TV,13,"Apr 11, 2000 to Jul 4, 2000",Audio Tanaka,Hal Film Maker,Manga,"Slice of Life, Comedy, Romance, Shounen",6.46,19580,41,0.209,0,18,4,2,6.49,20
5689,Esper Mami,Low,Bad,TV,119,"Apr 7, 1987 to Oct 26, 1989",,Shin-Ei Animation,Manga,"Comedy, Ecchi, Magic, School, Super Power, Supernatural",6.46,1442,4,0.277,0,4,35,2,7.18,33
5693,Fortune Quest L,Low,Bad,TV,26,"Oct 18, 1997 to May 23, 1998",E&G Films,,Novel,"Adventure, Comedy, Fantasy, Magic",6.46,1513,3,0.198,0,3,4,4,6.83,23
5701,Ikkitousen,Low,Bad,TV,13,"Jul 30, 2003 to Oct 22, 2003","Genco, Cosmic Ray, Eye Move, Bushiroad",J.C.Staff,Manga,"Ecchi, Super Power, Martial Arts, School",6.46,127975,437,0.341,0,35,14,3,6.8,17
5703,Kaibutsu-kun,Low,Bad,TV,49,"Apr 21, 1968 to Mar 23, 1969",TBS,"Studio Zero,       Tokyo Movie",Manga,"Comedy, Horror",6.46,900,0,0.0,0,4,29,2,7.45,52
5705,Kiitarou Shounen no Youkai Enikki,Low,Bad,TV,12,"Oct 5, 2016 to Dec 21, 2016",Cloud22,Creators in Pack,Web manga,"Comedy, Supernatural",6.46,24497,31,0.127,0,4,19,4,7.61,4
5714,Berserk,Low,Bad,TV,12,"Jul 1, 2016 to Sep 16, 2016","WOWOW, Mainichi Broadcasting System, Hakusensha, Ultra Super Pictures, LIDENFILMS, NBCUniversal Entertainment Japan, Lucent Pictures Entertainment, Docomo Anime Store, Koei Tecmo Games, Rialto Entertainment","Millepensee,       GEMBA",Manga,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",6.45,235980,1733,0.734,0,1,3,3,9.47,4
5723,Dokonjou Gaeru,Low,Bad,TV,103,"Oct 7, 1972 to Sep 28, 1974",Asahi Broadcasting,Tokyo Movie Shinsha,Manga,"Slice of Life, Comedy, Shounen",6.45,1109,3,0.271,0,18,4,4,7.32,48
5736,Kitsune no Koe,Low,Bad,TV,12,"Oct 5, 2018 to Dec 21, 2018","Success Corp., Tavac, iQIYI",Yumeta Company,Manga,Music,6.45,15743,47,0.299,0,28,0,4,8.12,2
5749,Sore Ike! Anpanman,Low,Bad,TV,Unknown,"Oct 3, 1988 to ?",Sotsu,TMS Entertainment,Picture book,"Comedy, Kids, Fantasy",6.45,2015,16,0.794,0,4,36,4,6.53,32
5763,Ninja Hattori-kun (2012),Low,Bad,TV,52,"May 13, 2012 to Feb 16, 2015",TV Asahi,Shin-Ei Animation,Manga,Comedy,6.43,1282,1,0.078,0,4,0,2,7.23,8
5773,Ring ni Kakero 1: Sekai Taikai-hen,Low,Bad,TV,6,"Apr 10, 2011 to Jun 12, 2011",,Toei Animation,Manga,Sports,6.44,1045,14,1.34,0,23,0,2,7.08,9
5786,12-sai.: Chicchana Mune no Tokimeki,Low,Bad,TV,12,"Apr 4, 2016 to Jun 20, 2016","Shogakukan-Shueisha Productions, AT-X, Nippon Columbia, Tokyo MX, Shogakukan, JR East Marketing & Communications, Sun TV",OLM,Manga,"Romance, School, Shoujo",6.44,25700,51,0.198,0,20,24,2,6.41,4
5809,Android Ana Maico 2010,Low,Bad,TV,24,"Apr 6, 1998 to Sep 28, 1998","Pony Canyon, animate Film, Movic","Group TAC,       Animaruya",Manga,"Comedy, Drama, Sci-Fi, Seinen",6.43,2792,3,0.107,0,4,5,2,6.68,22
5815,Devilman,Low,Bad,TV,39,"Jul 8, 1972 to Apr 7, 1973",Dynamic Planning,Toei Animation,Manga,"Action, Horror, Demons, Supernatural",6.43,19646,84,0.428,0,1,29,3,7.12,48
5832,Katsute Kami Datta Kemono-tachi e,Low,Bad,TV,12,"Jul 1, 2019 to Sep 16, 2019","Kodansha, NBCUniversal Entertainment Japan, Tokyo MX, BS11, JR East Marketing & Communications, Cygames, A-Sketch",MAPPA,Manga,"Action, Drama, Fantasy, Military, Shounen",6.43,86637,164,0.189,0,1,5,3,6.4,1
5839,Maken-Ki!,Low,Bad,TV,12,"Oct 5, 2011 to Dec 21, 2011",,AIC,Manga,"Action, Ecchi, Harem, Martial Arts, School, Super Power",6.43,205662,342,0.166,0,1,35,4,7.08,9
5846,Ring ni Kakero 1: Kage Dou-hen,Low,Bad,TV,6,"Apr 2, 2010 to Jun 17, 2010",,Toei Animation,Manga,"Action, Shounen, Sports",6.43,1275,12,0.941,0,1,8,2,7.08,10
5850,Takunomi.,Low,Bad,TV,12,"Jan 12, 2018 to Mar 30, 2018","Pony Canyon, TBS, Magic Capsule, Shogakukan, Lawson, RAY, U-NEXT, Nichion",Production IMS,Web manga,"Comedy, Slice of Life",6.43,35273,35,0.099,0,4,18,1,7.39,2
5854,Yume Tsukai,Low,Bad,TV,12,"Apr 9, 2006 to Jun 25, 2006","Pony Canyon, Happinet Pictures",Madhouse,Manga,"Drama, Fantasy, Magic, Slice of Life",6.43,7556,12,0.159,0,5,7,2,6.4,14
5889,Megami Kouhosei,Low,Bad,TV,12,"Jan 20, 2000 to Mar 27, 2000","Bandai Visual, ING",Xebec,Manga,"Action, Mecha, Military, Sci-Fi, Space",6.42,18868,57,0.302,0,1,22,1,6.87,20
5913,Gokujou!! Mecha Mote Iinchou,Low,Bad,TV,51,"Apr 4, 2009 to Mar 27, 2010","TV Tokyo, Shogakukan-Shueisha Productions, Ryukyu Asahi Broadcasting",SynergySP,Manga,"Comedy, Romance, School, Shoujo",6.41,6301,19,0.302,0,4,20,2,7.71,11
5917,Kero Kero Chime,Low,Bad,TV,30,"Mar 6, 1997 to Sep 25, 1997",Studio Comet,,Manga,"Adventure, Fantasy, Comedy",6.41,971,0,0.0,0,3,7,1,6.76,23
5920,Komatta Jiisan,Low,Bad,TV,13,"Apr 8, 2020 to Jul 1, 2020",,Kachidoki Studio,Manga,"Adventure, Slice of Life, Comedy, Drama, Romance, Seinen",6.41,3050,4,0.131,0,3,18,2,7.0,0
5928,Sabu to Ichi Torimono Hikae,Low,Bad,TV,52,"Oct 3, 1968 to Sep 24, 1969","Mushi Production, Mainichi Broadcasting System",Toei Animation,Manga,"Action, Slice of Life, Adventure, Police, Martial Arts, Samurai, Historical, Drama, Shounen",6.41,1498,9,0.601,0,1,18,4,6.32,52
5931,Seikon no Qwaser II,Low,Bad,TV,12,"Apr 12, 2011 to Jun 28, 2011",,Hoods Entertainment,Manga,"Action, Super Power, Supernatural, Ecchi, Seinen",6.41,107621,116,0.108,0,1,14,2,7.54,9
5940,Wakakusa no Yon Shimai,Low,Bad,TV,26,"Apr 7, 1981 to Sep 29, 1981",Kokusai Eigasha,Toei Animation,Novel,"Slice of Life, Historical, Drama",6.41,977,1,0.102,0,18,11,2,6.8,39
5957,Venus Versus Virus,Low,Bad,TV,12,"Jan 12, 2007 to Mar 30, 2007","TBS, Venus Vangard, Half H.P Studio, BS-i",Studio Hibari,Manga,"Drama, Romance, Supernatural",6.4,26156,61,0.233,0,5,20,1,7.16,13
5964,Araiya-san!: Ore to Aitsu ga Onnayu de!?,Low,Bad,TV,8,"Apr 8, 2019 to May 27, 2019",Picante Circus,Magic Bus,Manga,"Comedy, Ecchi, Romance",6.4,29509,157,0.532,0,4,35,2,6.79,1
5975,Fumikiri Jikan,Low,Bad,TV,12,"Apr 10, 2018 to Jun 26, 2018",,EKACHI EPILKA,Manga,"Comedy, Slice of Life",6.4,30960,13,0.042,0,4,18,2,7.0,2
5984,Ketsuekigata-kun! 3,Low,Bad,TV,12,"Oct 13, 2015 to Dec 29, 2015","Earth Star Entertainment, Assez Finaud Fabric","feel.,       Zexcs",Web manga,Comedy,6.4,2678,1,0.037,0,4,0,4,6.77,5
5990,Mahoutsukai Sally,Low,Bad,TV,109,"Dec 5, 1966 to Dec 30, 1968",,Toei Animation,Manga,"Magic, Fantasy, School, Shoujo",6.4,2800,8,0.286,0,6,7,4,7.06,54
6007,God Mazinger,Low,Bad,TV,23,"Apr 5, 1984 to Oct 23, 1984","Tokyo Movie Shinsha, Dynamic Planning",,Manga,"Action, Fantasy, Mecha",6.39,1837,5,0.272,0,1,7,2,7.31,36
6015,Kojika Monogatari,Low,Bad,TV,52,"Nov 8, 1983 to Jan 22, 1985",Visual 80,,Novel,Drama,6.39,602,0,0.0,0,5,0,4,7.83,37
6019,Magikano,Low,Bad,TV,13,"Jan 1, 2006 to Apr 1, 2006","Lantis, DAX Production",Tokyo Kids,Manga,"Comedy, Fantasy, Harem, Magic, Romance, Shounen",6.39,30104,52,0.173,0,4,7,1,6.72,14
6024,Oneechan ga Kita,Low,Bad,TV,12,"Jan 9, 2014 to Mar 27, 2014","Takeshobo, Studio CHANT",C2C,4-koma manga,"Comedy, Slice of Life",6.39,84674,74,0.087,0,4,18,1,7.15,6
6035,Vatican Kiseki Chousakan,Low,Bad,TV,12,"Jul 7, 2017 to Sep 22, 2017","WOWOW, Lantis, Media Factory, Kadokawa Shoten, Movic, KBS, KlockWorx, Kadokawa Media House, Kadokawa Daiei Studio",J.C.Staff,Novel,"Mystery, Supernatural, Drama",6.39,39858,76,0.191,0,15,19,3,6.76,3
6046,Ring ni Kakero 1,Low,Bad,TV,12,"Oct 6, 2004 to Dec 15, 2004",,Toei Animation,Manga,"Action, Shounen, Sports",6.38,3554,16,0.45,0,1,8,4,6.85,16
6049,Shin Chuuka Ichiban!,Low,Bad,TV,12,"Oct 12, 2019 to Dec 28, 2019","Kodansha, DMM pictures, JY Animation, China Film Animation, Beijing IMMG","Production I.G,       Nihon Ad Systems",Manga,"Comedy, Shounen",6.38,7578,9,0.119,0,4,8,4,6.95,1
6079,Joshiochi!: 2-kai kara Onnanoko ga... Futtekita!?,Low,Bad,TV,9,"Jul 2, 2018 to Aug 27, 2018","Tokyo MX, Suiseisha",Ark,Manga,"Comedy, Ecchi",6.38,36589,183,0.5,0,4,35,3,7.02,2
6094,Fushigi na Melmo,Low,Bad,TV,26,"Oct 3, 1971 to Mar 26, 1972","Mushi Production, Tezuka Productions",,Manga,"Magic, Shoujo",6.37,1037,0,0.0,0,6,32,4,7.64,49
6100,Kiko-chan Smile,Low,Bad,TV,51,"Oct 5, 1996 to Sep 27, 1997",TBS,"Eiken,       Magic Bus",Manga,"Adventure, Comedy, Josei, Slice of Life",6.37,782,0,0.0,0,3,4,4,6.45,24
6108,Nanatsu no Taizai: Kamigami no Gekirin,Low,Bad,TV,24,"Oct 9, 2019 to Mar 25, 2020","TV Tokyo, VAP, Dentsu, Kodansha, Movic, Marvy Jack, Sammy",Studio Deen,Manga,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",6.37,328023,1699,0.518,0,1,3,4,7.57,1
6126,Uchuu Senkan Tiramisù,Low,Bad,TV,13,"Apr 3, 2018 to Jun 26, 2018","Frontier Works, Nippon Columbia, Studio Mausu, Tokyo MX, Adores, Shinchosha, FuRyu, Exa International, NTT Plala, JY Animation",Gonzo,Web manga,"Comedy, Mecha, Sci-Fi, Slice of Life, Space",6.37,22973,16,0.07,0,4,22,2,6.24,2
6132,Ougon Bat,Low,Bad,TV,52,"Apr 1, 1967 to Mar 23, 1968",Tele-Cartoon Japan,"Dai-Ichi Douga,       Dongyang Animation",Novel,"Action, Sci-Fi, Super Power",6.36,1331,4,0.301,0,1,10,2,8.4,53
6161,Ketsuekigata-kun! 4,Low,Bad,TV,12,"Jan 12, 2016 to Mar 29, 2016",,"feel.,       Zexcs",Web manga,Comedy,6.36,2462,1,0.041,0,4,0,1,6.77,4
6174,Boukyaku no Senritsu,Low,Bad,TV,24,"Apr 7, 2004 to Sep 22, 2004","Kadokawa Shoten, TBS, KENMedia","Gainax,       J.C.Staff",Manga,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",6.35,16354,42,0.257,0,3,7,2,7.57,16
6199,Mahou Shoujo Tokushusen Asuka,Low,Bad,TV,12,"Jan 12, 2019 to Mar 30, 2019",,LIDENFILMS,Manga,"Action, Drama, Magic, Military, Seinen",6.35,59600,107,0.18,0,1,5,1,7.5,1
6202,Okusama wa Joshikousei (TV),Low,Bad,TV,13,"Jul 2, 2005 to Sep 24, 2005",,Madhouse,Manga,"Slice of Life, Comedy, Romance, Drama",6.35,21794,39,0.179,0,18,4,3,6.27,15
6208,Samurai Giants,Low,Bad,TV,46,"Oct 7, 1973 to Sep 15, 1974",Yomiuri Telecasting,"Madhouse,       Tokyo Movie Shinsha",Manga,Sports,6.35,889,2,0.225,0,23,0,4,8.29,47
6214,Tetsuko no Tabi,Low,Bad,TV,13,"Jun 24, 2007 to Sep 23, 2007","Shogakukan-Shueisha Productions, Toei Video, Tohokushinsha Film Corporation, Shogakukan",Group TAC,Manga,"Comedy, Seinen, Slice of Life",6.35,1993,6,0.301,0,4,17,2,6.6,13
6216,Triage X,Low,Bad,TV,10,"Apr 9, 2015 to Jun 11, 2015","DAX Production, Nippon Columbia",Xebec,Manga,"Action, Adventure, Ecchi, Shounen",6.35,114378,196,0.171,0,1,3,2,7.39,5
6218,Yu☆Gi☆Oh! Zexal,Low,Bad,TV,73,"Apr 11, 2011 to Sep 24, 2012","TV Tokyo, Marvelous, Nihon Ad Systems, Digital Works",Gallop,Manga,"Action, Fantasy, Game, Shounen",6.35,49623,259,0.522,0,1,7,2,7.64,9
6219,Nyanbo!,Low,Bad,TV,26,"Sep 27, 2016 to Mar 28, 2017",,Shirogumi,Manga,Comedy,6.34,5485,6,0.109,0,4,0,3,8.78,4
6248,DT Eightron,Low,Bad,TV,26,"Apr 18, 1998 to Nov 6, 1998",Fuji TV,Sunrise,Manga,"Action, Sci-Fi, Shounen",6.34,1668,7,0.42,0,1,10,2,6.86,22
6252,Gurazeni,Low,Bad,TV,12,"Apr 6, 2018 to Jun 22, 2018","Kodansha, Ai Addiction, SKY PerfecTV!",Studio Deen,Manga,"Comedy, Drama, Seinen, Sports",6.34,9779,9,0.092,0,4,5,2,6.99,2
6253,Hajimete no Gal,Low,Bad,TV,10,"Jul 12, 2017 to Sep 13, 2017","Kadokawa Shoten, AT-X, KlockWorx, Toranoana, MAGES., Glovision, Kadokawa Media House, Sun TV, Kanetsu Investment",NAZ,Manga,"Comedy, Ecchi, Romance, School, Shounen",6.34,304032,1067,0.351,0,4,35,3,8.7,3
6254,Hareluya II Boy,Low,Bad,TV,25,"Apr 8, 1997 to Sep 30, 1997",TV Tokyo,Triangle Staff,Manga,"Action, Fantasy, Comedy, School, Shounen",6.34,1163,7,0.602,0,1,7,2,8.12,23
6257,Jikan no Shihaisha,Low,Bad,TV,13,"Jul 8, 2017 to Sep 30, 2017","Lantis, NBCUniversal Entertainment Japan",Project No.9,Manga,"Supernatural, Shounen",6.34,57962,79,0.136,0,19,8,3,7.24,3
6280,Human Crossing,Low,Bad,TV,13,"Apr 5, 2003 to Jun 28, 2003","TV Tokyo, Shogakukan-Shueisha Productions",A.C.G.T.,Manga,"Drama, Slice of Life, Sports",6.33,2986,1,0.033,0,5,18,2,7.79,17
6301,Tokyo Ghoul:re 2nd Season,Low,Bad,TV,12,"Oct 9, 2018 to Dec 25, 2018","Marvelous, TC Entertainment, Shueisha","Studio Pierrot,       Pierrot Plus",Manga,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",6.33,393752,2018,0.513,0,1,5,4,6.97,2
6333,Cinderella Boy,Low,Bad,TV,13,"Jun 24, 2003 to Sep 16, 2003",,Magic Bus,Manga,"Action, Adventure, Mystery, Comedy, Seinen",6.32,5511,6,0.109,0,1,3,2,6.97,17
6339,Genshi Shounen Ryuu,Low,Bad,TV,22,"Oct 30, 1971 to Mar 25, 1972",TBS,Toei Animation,Manga,"Action, Sci-Fi, Adventure, Romance, Shounen",6.32,1607,6,0.373,0,1,10,4,6.55,49
6345,Kappa no Kaikata,Low,Bad,TV,26,"Oct 4, 2004 to Apr 4, 2005",Nihon Ad Systems,Picture Magic,Manga,Comedy,6.32,1724,5,0.29,0,4,0,4,6.74,16
6359,Monkey Turn,Low,Bad,TV,25,"Jan 11, 2004 to Jun 27, 2004",,OLM,Manga,"Action, Sports, Drama, Shounen",6.32,1105,2,0.181,0,1,23,1,9.14,16
6378,Kuma Miko,Low,Bad,TV,12,"Apr 3, 2016 to Jun 19, 2016","AT-X, Sony Music Communications","Kinema Citrus,       EMT Squared",Manga,"Slice of Life, Comedy, Seinen",6.31,63800,79,0.124,0,18,4,2,8.35,4
6379,Mach GoGoGo (1997),Low,Bad,TV,34,"Jan 9, 1997 to Sep 24, 1997","TV Tokyo, Yomiuri Advertising",Tatsunoko Production,Manga,"Adventure, Cars",6.31,2876,3,0.104,0,3,40,1,8.59,23
6416,Yatogame-chan Kansatsu Nikki Nisatsume,Low,Bad,TV,12,"Jan 5, 2020 to Mar 22, 2020",Cloud22,"Creators in Pack,       Saetta",4-koma manga,"Slice of Life, Comedy, School, Shounen",6.3,10927,6,0.055,0,18,4,1,6.27,0
6417,Yoiko,Low,Bad,TV,20,"Nov 6, 1998 to Mar 26, 1999",TBS,Studio Pierrot,Manga,"Slice of Life, Comedy, Ecchi, School",6.3,3869,3,0.078,0,18,4,4,8.04,22
6418,Yurumates 3D,Low,Bad,TV,13,"Apr 3, 2012 to Jun 26, 2012","DAX Production, Takeshobo, Right Gauge, Dwango Music Entertainment",C2C,4-koma manga,"Slice of Life, Comedy, Seinen",6.3,7178,6,0.084,0,18,4,2,7.13,8
6438,Happy Happy Clover,Low,Bad,TV,13,"Jul 6, 2007 to Sep 28, 2007",Group TAC,,Manga,"Comedy, Fantasy, Kids, Shoujo",6.3,1153,6,0.52,0,4,7,3,8.28,13
6454,Nanako SOS,Low,Bad,TV,39,"Apr 2, 1983 to Dec 24, 1983",Kokusai Eigasha,,Manga,"Comedy, Parody, Romance, Super Power",6.3,1335,2,0.15,0,4,12,2,8.78,37
6468,Dororon Enma-kun,Low,Bad,TV,25,"Oct 4, 1973 to Mar 28, 1974","Fuji TV, Dynamic Planning",Toei Animation,Manga,"Comedy, Demons, Fantasy, Horror, Shounen, Supernatural",6.29,3025,3,0.099,0,4,31,4,7.29,47
6474,Honey Honey no Suteki na Bouken,Low,Bad,TV,29,"Oct 7, 1981 to May 1, 1982",Kokusai Eigasha,,Manga,"Adventure, Historical, Shoujo",6.29,796,4,0.503,0,3,11,4,6.87,39
6475,Ippatsu Kiki Musume,Low,Bad,TV,16,"Oct 5, 1999 to Oct 29, 1999",TBS,Group TAC,Manga,"Action, Comedy, Ecchi",6.29,5244,9,0.172,0,1,4,4,6.59,21
6488,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",Low,Bad,TV,12,"Jan 4, 2014 to Mar 23, 2014","Lantis, Magic Capsule",Project No.9,Manga,"Comedy, Ecchi, Romance, Shounen, Supernatural",6.29,131349,147,0.112,0,4,35,1,6.66,6
6489,Saint Seiya Omega,Low,Bad,TV,97,"Apr 1, 2012 to Mar 30, 2014","Dentsu, TV Asahi",Toei Animation,Manga,"Action, Adventure, Fantasy, Shounen",6.29,38261,164,0.429,0,1,3,2,7.08,8
6518,Warau Salesman New,Low,Bad,TV,12,"Apr 3, 2017 to Jun 19, 2017","TMS Entertainment, Nippon Columbia, Shogakukan Music & Digital Entertainment",Shin-Ei Animation,Manga,"Comedy, Drama, Seinen",6.28,15183,12,0.079,0,4,5,2,7.03,3
6528,Chitose Get You!!,Low,Bad,TV,26,"Jul 2, 2012 to Dec 24, 2012","AT-X, Takeshobo, Dream Creation",Silver Link.,4-koma manga,"Comedy, Romance, School, Seinen, Slice of Life",6.28,17631,14,0.079,0,4,20,3,7.84,8
6548,009-1,Low,Bad,TV,12,"Oct 6, 2006 to Dec 22, 2006","Aniplex, TBS, Sony Music Entertainment",Ishimori Entertainment,Manga,"Action, Mecha, Sci-Fi, Seinen",6.27,16482,25,0.152,0,1,22,4,5.95,14
6554,Chou Kuse ni Narisou,Low,Bad,TV,39,"Apr 5, 1994 to Jan 3, 1995",,"Studio Kyuuma,       Studio Kikan,       Azeta Pictures",Manga,"Slice of Life, Comedy, Romance, School, Shoujo",6.27,1432,2,0.14,0,18,4,2,7.57,26
6564,Yume-iro Pâtissière,Medium,Good,TV,50,"Oct 4, 2009 to Sep 26, 2010","Yomiuri Telecasting, DAX Production, Shueisha","Studio Pierrot,       Studio Hibari",Manga,"Kids, School, Shoujo",7.89,60728,999,1.645,0,36,24,4,6.36,11
6569,Working'!!,Medium,Good,TV,13,"Oct 1, 2011 to Dec 24, 2011","Aniplex, Yomiuri Telecasting, Rakuonsha",A-1 Pictures,4-koma manga,"Comedy, Romance, Seinen, Slice of Life",7.88,210572,439,0.208,0,4,20,4,7.68,9
6571,Eikoku Koi Monogatari Emma: Molders-hen,Medium,Good,TV,12,"Apr 17, 2007 to Jul 3, 2007",,Ajia-Do,Manga,"Slice of Life, Romance, Historical, Drama, Seinen",7.88,19982,86,0.43,0,18,20,2,8.06,13
6572,Hoozuki no Reitetsu 2nd Season,Medium,Good,TV,13,"Oct 8, 2017 to Dec 31, 2017","Kodansha, King Records",Studio Deen,Manga,"Comedy, Demons, Fantasy, Seinen, Supernatural",7.88,33883,86,0.254,0,4,31,4,6.97,3
6573,Igano Kabamaru,Medium,Good,TV,24,"Oct 20, 1983 to Mar 29, 1984",Toho,Group TAC,Manga,"Action, Adventure, Comedy, Romance, School, Shounen",7.88,8494,117,1.377,0,1,3,4,7.08,37
6576,Akachan to Boku,Medium,Good,TV,35,"Jul 11, 1996 to Mar 26, 1997","TV Tokyo, Youmex, Yomiuri Advertising",Studio Pierrot,Manga,"Comedy, Drama, Shoujo",7.87,16236,114,0.702,0,4,5,3,7.66,24
6585,Mahoujin Guruguru (2017),Medium,Good,TV,24,"Jul 11, 2017 to Dec 20, 2017","TV Tokyo, Square Enix, Lantis, Kadokawa Shoten, AT-X, Magic Capsule, Sony Music Communications",Production I.G,Manga,"Adventure, Fantasy, Magic, Comedy, Shounen",7.87,27057,225,0.832,0,3,7,3,7.56,3
6587,Seihou Bukyou Outlaw Star,Medium,Good,TV,24,"Jan 9, 1998 to Jun 26, 1998","Sotsu, Victor Entertainment",Sunrise,Manga,"Action, Sci-Fi, Adventure, Space, Comedy",7.87,121455,2103,1.732,0,1,10,1,7.97,22
6591,Yuru Yuri♪♪,Medium,Good,TV,12,"Jul 3, 2012 to Sep 18, 2012","Sotsu, Pony Canyon, DAX Production",Doga Kobo,Manga,"Slice of Life, Comedy, School, Shoujo Ai",7.86,144781,923,0.638,0,18,4,3,6.64,8
6592,Baby Steps,Medium,Good,TV,25,"Apr 6, 2014 to Sep 21, 2014",NHK,Studio Pierrot,Manga,"Romance, School, Shounen, Sports",7.86,117119,775,0.662,0,20,24,2,6.14,6
6599,Bishoujo Senshi Sailor Moon S,Medium,Good,TV,38,"Mar 19, 1994 to Feb 25, 1995",TV Asahi,Toei Animation,Manga,"Drama, Magic, Romance, Shoujo",7.85,106307,1351,1.271,0,5,6,1,8.19,26
6605,InuYasha,Medium,Good,TV,167,"Oct 16, 2000 to Sep 13, 2004","Yomiuri Telecasting, Shogakukan",Sunrise,Manga,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",7.85,545155,16169,2.966,0,1,3,4,7.85,20
6606,Jormungand,Medium,Good,TV,12,"Apr 11, 2012 to Jun 27, 2012","Geneon Universal Entertainment, Shogakukan-Shueisha Productions",White Fox,Manga,"Action, Adventure, Seinen",7.85,257470,2402,0.933,0,1,3,2,7.52,8
6607,Jungle wa Itsumo Hare nochi Guu,Medium,Good,TV,26,"Apr 3, 2001 to Sep 25, 2001","Bandai Visual, Sotsu",Shin-Ei Animation,Manga,"Slice of Life, Comedy, School",7.85,29146,392,1.345,0,18,4,2,6.99,19
6610,Kono Oto Tomare!,Medium,Good,TV,13,"Apr 7, 2019 to Jun 30, 2019","WOWOW, Movic, KlockWorx, Memory-Tech, King Records, Shueisha, Pony Canyon Enterprise",Platinum Vision,Manga,"Drama, Music, Romance, School, Shounen",7.85,121916,919,0.754,0,5,28,2,7.61,1
6621,Somali to Mori no Kamisama,Medium,Good,TV,12,"Jan 10, 2020 to Mar 27, 2020","Movic, North Stars Pictures, JY Animation, Crunchyroll SC Anime Fund, CA-Cygames Anime Fund, HORNETS, Mixer",Satelight,Web manga,"Adventure, Demons, Drama, Fantasy, Slice of Life",7.84,173087,984,0.569,0,3,31,1,6.74,0
6623,Capeta,Medium,Good,TV,52,"Oct 4, 2005 to Sep 26, 2006","TV Tokyo, Sotsu, Marvelous, Delfi Sound",Studio Comet,Manga,"Cars, Shounen, Sports",7.84,19179,225,1.173,0,40,8,4,7.48,15
6627,Hidamari Sketch x 365,Medium,Good,TV,13,"Jul 4, 2008 to Sep 26, 2008","Aniplex, Lantis, TBS, Movic, Houbunsha",Shaft,4-koma manga,"Slice of Life, Comedy, School, Seinen",7.84,26717,149,0.558,0,18,4,3,8.04,12
6630,Hoozuki no Reitetsu 2nd Season: Sono Ni,Medium,Good,TV,13,"Apr 8, 2018 to Jul 1, 2018",,Studio Deen,Manga,"Comedy, Demons, Fantasy, Seinen, Supernatural",7.84,19826,35,0.177,0,4,31,2,6.88,2
